,qb1a,qb2,qb5,qb4_3,qb4_5,qb7,qb8,qb9,d1,d10,d11,country,d25,d8,d63,d7
17901,"Poverty, hunger and lack of drinking water",10.0,Yes,2,2,1,1,1,dx,Man,71,PL - Poland,Small or middle sized town,18,The working class of society,single
17902,Armed conflicts,6.0,Yes,2,2,2,2,2,non-posizionabile,Woman,33,PL - Poland,Rural area or village,19,The middle class of society,single
17903,Proliferation of nuclear weapons,7.0,Yes,2,2,1,1,2,non-posizionabile,Man,68,PL - Poland,Rural area or village,18,The middle class of society,single
17904,Climate change,8.0,Yes,2,2,2,2,1,centro,Man,59,PL - Poland,Rural area or village,18,The working class of society,single
17905,Armed conflicts,5.0,No,1,1,1,1,1,non-posizionabile,Woman,22,PL - Poland,Rural area or village,20,The middle class of society,con patner e figli
17906,Climate change,8.0,No,1,2,1,2,1,centro,Woman,67,PL - Poland,Rural area or village,19,The middle class of society,single
17907,Proliferation of nuclear weapons,10.0,Yes,2,2,2,2,2,centro,Woman,68,PL - Poland,Large town,28,The higher class of society,con patner e figli
17908,Proliferation of nuclear weapons,7.0,Yes,2,3,1,1,1,centro-sx,Woman,66,PL - Poland,Large town,24,The higher class of society,con patner
17909,International terrorism,10.0,No,2,2,2,1,2,centro,Woman,65,PL - Poland,Large town,20,The middle class of society,single
17910,Proliferation of nuclear weapons,10.0,Yes,2,2,1,1,2,centro,Woman,68,PL - Poland,Large town,19,The lower middle class of society,con patner e figli
17911,Climate change,10.0,Yes,2,2,1,1,1,centro,Man,67,PL - Poland,Large town,27,The middle class of society,con patner
17912,Proliferation of nuclear weapons,10.0,No,2,1,2,2,2,sx,Man,73,PL - Poland,Large town,24,The middle class of society,con patner
17913,International terrorism,10.0,No,3,2,1,1,2,centro,Man,62,PL - Poland,Large town,24,The middle class of society,single
17914,Armed conflicts,10.0,No,3,2,2,1,2,centro,Woman,68,PL - Poland,Large town,18,The working class of society,con patner
17915,International terrorism,8.0,Yes,2,2,2,1,2,centro-dx,Man,25,PL - Poland,Small or middle sized town,18,The middle class of society,con patner
17916,The economic situation,8.0,Yes,2,2,2,2,2,dx,Woman,56,PL - Poland,Small or middle sized town,20,The working class of society,con patner e figli
17917,International terrorism,8.0,No,2,2,2,2,1,dx,Woman,36,PL - Poland,Small or middle sized town,25,The upper middle class of society,con patner e figli
17918,Armed conflicts,9.0,Yes,2,2,2,1,2,centro-dx,Woman,47,PL - Poland,Small or middle sized town,18,The middle class of society,con patner e figli
17919,Armed conflicts,9.0,No,2,2,2,2,2,dx,Woman,46,PL - Poland,Rural area or village,18,The working class of society,con patner e figli
17920,Armed conflicts,10.0,No,1,1,1,1,1,dx,Woman,60,PL - Poland,Rural area or village,60,The lower middle class of society,con patner
17921,International terrorism,6.0,No,2,2,2,2,2,dx,Man,66,PL - Poland,Rural area or village,18,The working class of society,con patner
17922,International terrorism,10.0,No,1,3,1,1,1,dx,Man,32,PL - Poland,Rural area or village,18,The lower middle class of society,single
17923,International terrorism,10.0,Yes,2,3,1,1,1,dx,Man,38,PL - Poland,Rural area or village,15,The working class of society,con patner
17924,dk,5.0,Yes,1,1,1,1,1,non-posizionabile,Woman,26,PL - Poland,Small or middle sized town,16,The working class of society,con patner
17925,The economic situation,10.0,Yes,1,1,1,1,1,centro-sx,Woman,38,PL - Poland,Small or middle sized town,25,The lower middle class of society,con patner e figli
17926,International terrorism,7.0,Yes,1,1,2,2,2,non-posizionabile,Man,24,PL - Poland,Small or middle sized town,20,dk,con patner
17927,Proliferation of nuclear weapons,7.0,No,1,1,1,1,1,non-posizionabile,Woman,67,PL - Poland,Small or middle sized town,19,The lower middle class of society,con patner e figli
17928,Armed conflicts,6.0,No,2,2,2,2,2,dx,Man,86,PL - Poland,Rural area or village,16,The working class of society,con patner e figli
17929,"Poverty, hunger and lack of drinking water",7.0,No,2,2,2,2,2,dx,Man,67,PL - Poland,Rural area or village,16,The working class of society,con patner e figli
17930,Spread of infectious diseases,5.0,No,3,2,2,2,2,centro,Man,64,PL - Poland,Rural area or village,19,The working class of society,con patner e figli
17931,"Poverty, hunger and lack of drinking water",7.0,Yes,2,2,2,2,2,dx,Woman,63,PL - Poland,Rural area or village,20,The lower middle class of society,con patner e figli
17932,"Poverty, hunger and lack of drinking water",5.0,Yes,1,1,2,2,2,centro,Man,73,PL - Poland,Rural area or village,30,The middle class of society,con patner
17933,International terrorism,4.0,Yes,2,2,2,2,2,non-posizionabile,Man,17,PL - Poland,Rural area or village,0,None (SPONTANEOUS),con patner
17934,International terrorism,7.0,Yes,1,1,2,2,2,centro,Man,61,PL - Poland,Rural area or village,30,The middle class of society,con patner e figli
17935,Armed conflicts,7.0,No,2,2,2,2,2,non-posizionabile,Woman,62,PL - Poland,Small or middle sized town,18,The middle class of society,con patner e figli
17936,Climate change,10.0,No,1,1,1,1,1,centro,Woman,39,PL - Poland,Large town,25,The middle class of society,single con figli
17937,Proliferation of nuclear weapons,10.0,No,2,2,2,2,1,centro,Woman,83,PL - Poland,Large town,14,The working class of society,single
17938,"Poverty, hunger and lack of drinking water",8.0,No,4,3,1,2,1,sx,Woman,69,PL - Poland,Large town,19,The working class of society,single
17939,Proliferation of nuclear weapons,8.0,No,2,3,2,3,2,dx,Man,60,PL - Poland,Large town,15,The working class of society,single
17940,Armed conflicts,5.0,Yes,1,2,1,1,1,centro,Woman,50,PL - Poland,Large town,19,The working class of society,single
17941,International terrorism,10.0,No,2,3,2,2,1,non-posizionabile,Woman,59,PL - Poland,Large town,20,The working class of society,con patner
17942,"Poverty, hunger and lack of drinking water",9.0,No,2,1,1,1,1,centro,Woman,35,PL - Poland,Large town,22,The working class of society,single con figli
17943,"Poverty, hunger and lack of drinking water",6.0,No,1,1,2,2,2,centro-dx,Woman,60,PL - Poland,Small or middle sized town,20,The working class of society,con patner
17944,Climate change,4.0,No,2,2,2,2,2,centro,Woman,63,PL - Poland,Small or middle sized town,19,The working class of society,con patner
17945,Climate change,6.0,No,2,2,2,2,2,centro-dx,Woman,56,PL - Poland,Small or middle sized town,17,The working class of society,con patner e figli
17946,Proliferation of nuclear weapons,8.0,Yes,2,2,1,1,1,centro-dx,Woman,51,PL - Poland,Small or middle sized town,21,The working class of society,con patner
17947,"Poverty, hunger and lack of drinking water",1.0,No,3,2,1,1,1,dx,Woman,21,PL - Poland,Small or middle sized town,19,The working class of society,con patner e figli
17948,Armed conflicts,8.0,No,2,2,1,1,1,centro-dx,Man,72,PL - Poland,Small or middle sized town,15,The working class of society,con patner
17949,International terrorism,7.0,Yes,2,2,1,1,1,non-posizionabile,Woman,32,PL - Poland,Small or middle sized town,30,The middle class of society,con patner e figli
17950,Armed conflicts,4.0,Yes,2,2,1,1,2,centro,Man,51,PL - Poland,Small or middle sized town,28,The lower middle class of society,single
17951,International terrorism,10.0,Yes,2,2,2,2,2,centro,Woman,39,PL - Poland,Small or middle sized town,39,The middle class of society,con patner e figli
17952,International terrorism,8.0,Yes,2,2,2,2,2,non-posizionabile,Woman,50,PL - Poland,Small or middle sized town,20,The middle class of society,single con figli
17953,The increasing global population,3.0,No,2,1,1,1,1,centro,Man,18,PL - Poland,Small or middle sized town,0,Refusal (SPONTANEOUS),single
17954,Spread of infectious diseases,9.0,Yes,2,2,1,2,2,non-posizionabile,Woman,42,PL - Poland,Small or middle sized town,19,The middle class of society,single con figli
17955,International terrorism,10.0,Yes,2,3,2,2,2,dx,Man,64,PL - Poland,Rural area or village,18,The working class of society,con patner e figli
17956,Proliferation of nuclear weapons,10.0,Yes,4,2,1,1,1,dx,Woman,68,PL - Poland,Rural area or village,25,The middle class of society,con patner
17957,Spread of infectious diseases,10.0,Yes,2,2,1,1,2,centro,Woman,37,PL - Poland,Rural area or village,27,The upper middle class of society,con patner e figli
17958,Spread of infectious diseases,6.0,Yes,2,2,2,2,2,centro,Woman,27,PL - Poland,Rural area or village,20,The middle class of society,con patner e figli
17959,Armed conflicts,8.0,Yes,3,3,1,1,2,centro-dx,Man,23,PL - Poland,Rural area or village,0,The upper middle class of society,single
17960,The economic situation,5.0,Yes,2,3,1,1,1,centro,Woman,37,PL - Poland,Rural area or village,19,The middle class of society,con patner e figli
17961,Armed conflicts,8.0,Yes,2,2,1,1,1,centro,Woman,24,PL - Poland,Rural area or village,19,The middle class of society,single
17962,Armed conflicts,10.0,Yes,2,4,2,2,2,centro,Woman,44,PL - Poland,Small or middle sized town,25,The middle class of society,con patner e figli
17963,Spread of infectious diseases,8.0,No,1,1,1,2,2,dx,Man,65,PL - Poland,Small or middle sized town,14,The lower middle class of society,single con figli
17964,International terrorism,8.0,No,1,2,1,2,1,centro,Woman,30,PL - Poland,Small or middle sized town,20,The middle class of society,con patner e figli
17965,Climate change,10.0,No,1,2,1,2,2,centro-dx,Woman,27,PL - Poland,Small or middle sized town,18,The middle class of society,con patner e figli
17966,International terrorism,8.0,No,1,2,1,2,2,dx,Woman,56,PL - Poland,Small or middle sized town,18,The lower middle class of society,con patner
17967,Climate change,10.0,Yes,2,2,2,2,2,dx,Woman,61,PL - Poland,Large town,20,The middle class of society,con patner
17968,"Poverty, hunger and lack of drinking water",8.0,Yes,2,2,1,2,2,dx,Man,72,PL - Poland,Large town,18,The working class of society,single
17969,Proliferation of nuclear weapons,8.0,Yes,1,2,1,1,2,dx,Woman,62,PL - Poland,Large town,20,The lower middle class of society,con patner
17970,"Poverty, hunger and lack of drinking water",9.0,Yes,1,2,1,1,1,dx,Man,61,PL - Poland,Large town,20,The working class of society,con patner
17971,Spread of infectious diseases,8.0,Yes,2,1,1,1,1,sx,Man,29,PL - Poland,Rural area or village,25,The middle class of society,con patner
17972,Spread of infectious diseases,7.0,Yes,2,2,1,1,1,dx,Man,39,PL - Poland,Rural area or village,20,The working class of society,con patner e figli
17973,International terrorism,8.0,Yes,1,2,1,1,2,dx,Woman,56,PL - Poland,Rural area or village,20,The lower middle class of society,con patner
17974,Armed conflicts,10.0,No,1,1,1,1,2,sx,Woman,56,PL - Poland,Large town,18,The lower middle class of society,single
17975,"Poverty, hunger and lack of drinking water",10.0,Yes,2,2,1,1,1,non-posizionabile,Woman,55,PL - Poland,Large town,19,The middle class of society,con patner
17976,Climate change,10.0,No,2,2,1,1,1,centro,Woman,64,PL - Poland,Large town,18,The working class of society,con patner
17977,"Poverty, hunger and lack of drinking water",10.0,Yes,2,2,1,1,2,non-posizionabile,Man,35,PL - Poland,Large town,25,The lower middle class of society,con patner e figli
17978,Armed conflicts,10.0,No,2,2,2,2,2,non-posizionabile,Man,21,PL - Poland,Large town,0,None (SPONTANEOUS),con patner
17979,Armed conflicts,10.0,No,2,2,1,1,1,sx,Woman,51,PL - Poland,Large town,18,None (SPONTANEOUS),con patner e figli
17980,Climate change,7.0,Yes,2,2,1,2,3,centro-sx,Woman,73,PL - Poland,Small or middle sized town,18,The working class of society,single
17981,The increasing global population,8.0,Yes,2,1,2,2,2,centro,Woman,76,PL - Poland,Small or middle sized town,17,The working class of society,single
17982,Proliferation of nuclear weapons,7.0,Yes,2,2,2,2,2,centro-dx,Man,67,PL - Poland,Small or middle sized town,18,The working class of society,con patner
17983,Armed conflicts,7.0,No,2,2,2,2,2,centro-dx,Man,90,PL - Poland,Small or middle sized town,24,The middle class of society,con patner
17984,Proliferation of nuclear weapons,7.0,Yes,2,2,2,2,2,centro-dx,Woman,80,PL - Poland,Small or middle sized town,14,The working class of society,single
17985,International terrorism,7.0,Yes,2,2,2,2,2,centro-dx,Woman,68,PL - Poland,Small or middle sized town,14,The working class of society,con patner
17986,Armed conflicts,10.0,Yes,1,2,1,1,2,centro,Woman,29,PL - Poland,Small or middle sized town,19,The working class of society,con patner
17987,The economic situation,9.0,Yes,1,2,2,2,2,centro-dx,Man,19,PL - Poland,Small or middle sized town,19,The lower middle class of society,con patner e figli
17988,International terrorism,6.0,Yes,2,2,1,1,1,centro,Man,51,PL - Poland,Rural area or village,17,The working class of society,con patner e figli
17989,"Poverty, hunger and lack of drinking water",9.0,Yes,1,2,1,1,1,centro,Woman,40,PL - Poland,Rural area or village,19,The lower middle class of society,con patner e figli
17990,Proliferation of nuclear weapons,6.0,Yes,2,2,1,1,1,centro,Man,70,PL - Poland,Rural area or village,18,The working class of society,single
17991,"Poverty, hunger and lack of drinking water",8.0,No,1,2,2,2,2,non-posizionabile,Man,46,PL - Poland,Large town,22,The lower middle class of society,con patner
17992,The increasing global population,8.0,No,2,1,2,2,2,centro-dx,Woman,36,PL - Poland,Large town,24,The middle class of society,con patner e figli
17993,Armed conflicts,6.0,Yes,2,1,2,3,2,centro-dx,Man,32,PL - Poland,Large town,19,The lower middle class of society,con patner
17994,International terrorism,5.0,Yes,2,2,2,2,2,centro,Woman,53,PL - Poland,Large town,22,The lower middle class of society,single
17995,"Poverty, hunger and lack of drinking water",5.0,No,2,1,1,2,1,centro,Woman,39,PL - Poland,Large town,24,The lower middle class of society,single con figli
17996,Climate change,7.0,No,1,1,2,1,2,centro-dx,Woman,30,PL - Poland,Large town,19,The lower middle class of society,con patner
17997,Climate change,2.0,Yes,2,2,2,2,1,dx,Woman,65,PL - Poland,Large town,20,The lower middle class of society,single
17998,"Poverty, hunger and lack of drinking water",10.0,Yes,1,2,1,1,1,sx,Woman,40,PL - Poland,Rural area or village,24,The lower middle class of society,con patner e figli
17999,Armed conflicts,10.0,Yes,1,1,1,1,1,centro,Woman,19,PL - Poland,Rural area or village,0,The working class of society,Other (SPONT.)
18000,Other (SPONTANEOUS),5.0,No,2,2,2,2,2,centro-dx,Man,65,PL - Poland,Rural area or village,18,dk,con patner
18001,The economic situation,10.0,No,1,2,2,2,2,centro-dx,Man,27,PL - Poland,Rural area or village,18,The middle class of society,single
18002,"Poverty, hunger and lack of drinking water",6.0,Yes,2,2,2,2,2,centro-dx,Man,65,PL - Poland,Large town,17,The middle class of society,con patner
18003,Climate change,8.0,Yes,1,2,2,1,2,centro-dx,Man,45,PL - Poland,Large town,18,The lower middle class of society,con patner e figli
18004,"Poverty, hunger and lack of drinking water",8.0,No,1,2,2,2,2,centro-dx,Woman,32,PL - Poland,Large town,23,The lower middle class of society,con patner e figli
